Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,anomaly,anomaly_reason
37965,33738,46824,33738,allow,1548,265,1283,4,1200,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
60957,443,60957,443,allow,70839,5466,65373,98,19,47,51,1,"High deviation in pkts_sent, Bytes Received, Bytes"
8881,443,2247,443,allow,27459,19126,8333,67,402,30,37,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
50653,80,33144,80,allow,124643,7017,117626,163,21,75,88,1,"High deviation in pkts_sent, Bytes Received, Bytes"
46763,443,11187,443,allow,11876848,256539,11620309,11266,74,3584,7682,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55022,80,15142,80,allow,1080714,29230,1051484,1137,174,436,701,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55249,443,62038,443,allow,3056958,73055,2983903,3016,43,1023,1993,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50265,49083,4910,49083,allow,132,132,0,3,1200,3,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
50265,45682,34420,45682,allow,330,330,0,6,1200,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
36476,5228,61709,5228,allow,21282,7311,13971,96,1216,47,49,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
50265,35344,29716,35344,allow,1386,1386,0,22,2342,22,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
50579,80,48781,80,allow,265114,13651,251463,346,76,161,185,1,"High deviation in pkts_sent, Bytes Received, Bytes"
10151,31964,38746,31964,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
44354,80,44354,80,allow,250076,10158,239918,315,24,146,169,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59932,443,1750,443,allow,333535,35190,298345,555,285,257,298,1,"High deviation in pkts_sent, Bytes Received, Bytes"
62929,443,8515,443,allow,46033,7524,38509,103,141,49,54,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53724,64923,33470,64923,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
15503,58675,42815,58675,allow,2227,1224,1003,20,1200,11,9,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
63877,51413,26586,51413,allow,564,382,182,9,18,6,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
37965,61872,44512,61872,allow,1548,265,1283,4,1201,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55649,5228,61882,5228,allow,5378,2359,3019,35,3786,16,19,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
53318,56648,63034,56648,allow,672,432,240,10,142,6,4,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
59680,80,46564,80,allow,5762500,128192,5634308,5613,134,1854,3759,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63903,56016,63323,56016,allow,312,132,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
60441,64337,31545,64337,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
50652,80,2519,80,allow,97934,5018,92916,124,20,55,69,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50914,443,57800,443,allow,22211,8661,13550,173,854,77,96,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
49184,443,9767,443,allow,493152,13222,479930,509,19,184,325,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6881,60026,38643,60026,allow,509,150,359,2,1199,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
37965,44056,39211,44056,allow,158,158,0,1,1199,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
53760,443,58528,443,allow,13059,3730,9329,73,3729,32,41,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Sent"
38118,443,33958,443,allow,574857,27894,546963,745,57,346,399,1,"High deviation in pkts_sent, Bytes Received, Bytes"
62723,443,17496,443,allow,126815,114702,12113,243,86,139,104,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
50655,80,4984,80,allow,91198,3990,87208,113,19,49,64,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49160,38098,52628,38098,allow,676,367,309,6,1200,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
26081,53,34120,53,allow,75510,75228,282,904,90,902,2,1,"High deviation in pkts_sent, Bytes Sent, Packets"
26081,53,4535,53,allow,243667,236247,7420,2897,90,2851,46,1,"High deviation in pkts_sent, Bytes Sent, Packets"
19473,12430,61068,12430,allow,491,150,341,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
37965,51413,62222,51413,allow,158,158,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
21133,39263,6580,39263,allow,323,150,173,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
55655,63670,50631,63670,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
40309,443,48693,443,allow,51588,40242,11346,107,418,53,54,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
45964,59999,45964,59999,allow,60,60,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
50493,443,36062,443,allow,2147464,35144,2112320,1951,72,540,1411,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52838,443,32099,443,allow,207289,9233,198056,234,136,83,151,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49300,5228,46650,5228,allow,12589,6479,6110,172,4146,86,86,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Sent"
53139,50285,41730,50285,allow,320,140,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
50650,80,8138,80,allow,129929,6216,123713,164,21,74,90,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57986,443,51773,443,allow,124014,6270,117744,175,27,69,106,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38114,443,10061,443,allow,863998,37140,826858,1072,61,479,593,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6881,63963,28408,63963,allow,207,118,89,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
30188,17677,54608,17677,allow,11116,4642,6474,64,1457,30,34,1,"High deviation in pkts_sent, NAT Destination Port, Bytes Sent"
49593,5228,25502,5228,allow,9720,2717,7003,67,1019,34,33,1,"High deviation in pkts_sent, Bytes Sent, NAT Destination Port"
48736,443,16569,443,allow,371295,17988,353307,571,40,233,338,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49429,443,22034,443,allow,990201,31101,959100,1061,192,383,678,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49438,443,47897,443,allow,135574,9426,126148,201,183,102,99,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49423,443,63927,443,allow,4287346,130607,4156739,4409,282,1473,2936,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,56250,44821,56250,allow,330,330,0,6,1199,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
37965,54777,17164,54777,allow,158,158,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
51674,80,17494,80,allow,533166,22786,510380,905,50,321,584,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53700,45682,9190,45682,allow,492,306,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
50583,80,64336,80,allow,630930,27504,603426,812,74,381,431,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60546,443,51628,443,allow,52666,33941,18725,95,139,49,46,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
57470,51745,40205,51745,allow,3214,1260,1954,33,1371,17,16,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
58056,443,56911,443,allow,866223,30135,836088,916,138,300,616,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,32405,17637,32405,allow,766,248,518,4,1200,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
50473,80,50473,80,allow,78355,11395,66960,122,27,62,60,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51910,60443,64340,60443,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
38060,443,63699,443,allow,27679,15839,11840,75,103,39,36,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
37965,16253,55858,16253,allow,5892,3784,2108,81,3115,47,34,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
49436,443,51591,443,allow,784271,38715,745556,1017,183,465,552,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58434,443,57588,443,allow,170342,10231,160111,264,136,130,134,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49437,443,14429,443,allow,586175,29694,556481,753,182,349,404,1,"High deviation in pkts_sent, Bytes Received, Bytes"
47523,443,49117,443,allow,429929,11379,418550,456,21,174,282,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49434,443,8627,443,allow,197635,12994,184641,287,183,143,144,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56626,443,37778,443,allow,45304,28614,16690,82,41,45,37,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
42384,443,3442,443,allow,101952,6925,95027,143,333,72,71,1,"High deviation in pkts_sent, Bytes Received, Bytes"
17750,39318,52655,39318,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
60440,53830,1700,53830,allow,320,140,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
58843,80,20341,80,allow,1439485,27511,1411974,1308,108,369,939,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56610,443,5877,443,allow,100002,5891,94111,138,44,60,78,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37335,443,52361,443,allow,4734755,152171,4582584,5334,405,2083,3251,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63130,55860,38620,55860,allow,1426,964,462,7,15,4,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
6881,34635,39166,34635,allow,228,118,110,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
37387,443,27821,443,allow,64440,16508,47932,101,142,44,57,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
57470,60080,37928,60080,allow,12668,8506,4162,117,3745,74,43,1,"High deviation in pkts_sent, NAT Destination Port, Bytes Sent"
60864,5223,21557,5223,allow,6278,2408,3870,27,3600,15,12,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
53720,50795,49301,50795,allow,320,140,180,6,7,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
58369,443,52510,443,allow,12779517,343310,12436207,12837,162,4589,8248,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49560,443,58104,443,allow,13516,6981,6535,61,2149,34,27,1,"High deviation in pkts_sent, Bytes Sent, Elapsed Time (sec)"
51905,65253,13795,65253,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
58373,443,64061,443,allow,78832,12408,66424,109,162,46,63,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63891,51350,44570,51350,allow,312,132,180,6,7,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
58452,5228,20449,5228,allow,2855,1780,1075,20,3600,10,10,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
30960,45732,62764,45732,allow,330,330,0,6,3610,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
27005,27126,47087,27126,allow,636020,187240,448780,2701,104,1538,1163,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
49890,443,3826,443,allow,6370237,150385,6219852,6047,138,1688,4359,1,"High deviation in pkts_sent, Bytes Received, Bytes"
41776,443,58103,443,allow,3196404,47816,3148588,2668,147,469,2199,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59964,443,8853,443,allow,166170,5611,160559,189,16,78,111,1,"High deviation in pkts_sent, Bytes Received, Bytes"
5238,36298,39762,36298,allow,179518,128,179390,173,37,3,170,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38678,443,20008,443,allow,380978,8857,372121,373,16,115,258,1,"High deviation in pkts_sent, Bytes Received, Bytes"
41775,443,57658,443,allow,7036547,93047,6943500,5816,186,995,4821,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50265,31101,44674,31101,allow,150,150,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
65488,443,64323,443,allow,92286,4799,87487,107,16,43,64,1,"High deviation in pkts_sent, Bytes Received, Bytes"
34744,443,31137,443,allow,13175,2432,10743,52,3587,23,29,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Received"
50265,18417,40558,18417,allow,7282,4118,3164,57,1696,35,22,1,"High deviation in pkts_sent, NAT Destination Port, Bytes Sent"
41779,443,29003,443,allow,618072,8505,609567,523,87,90,433,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65487,443,56960,443,allow,413465,12290,401175,427,16,150,277,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6882,51508,23505,51508,allow,238,118,120,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
38679,443,29452,443,allow,484912,17317,467595,550,16,229,321,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57810,80,62948,80,allow,104397,8436,95961,122,21,49,73,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59697,80,58873,80,allow,5326946,116544,5210402,5175,111,1695,3480,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50278,443,27147,443,allow,259911,11421,248490,336,92,144,192,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6649,80,6649,80,allow,103631,2766,100865,110,39,38,72,1,"High deviation in pkts_sent, Bytes Received, Bytes"
38892,443,57044,443,allow,83444,15305,68139,121,148,51,70,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51221,49683,21900,49683,allow,870,330,540,12,1316,6,6,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
30960,45731,48545,45731,allow,330,330,0,6,3610,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
30960,45730,17923,45730,allow,330,330,0,6,3610,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
37549,443,18373,443,allow,203299,6930,196369,231,16,92,139,1,"High deviation in pkts_sent, Bytes Received, Bytes"
43222,443,24936,443,allow,2088188,38201,2049987,1829,84,404,1425,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6973,80,6973,80,allow,132958,3923,129035,143,38,53,90,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51843,45702,23719,45702,allow,1261,637,624,9,30,5,4,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
49755,443,49571,443,allow,447301,17016,430285,539,128,196,343,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56496,80,21274,80,allow,458684,19849,438835,488,66,185,303,1,"High deviation in pkts_sent, Bytes Received, Bytes"
8662,80,8662,80,allow,194259,7011,187248,211,39,80,131,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6932,80,6932,80,allow,124405,3747,120658,131,38,46,85,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,51498,7708,51498,allow,158,158,0,1,1199,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
55877,53546,37144,53546,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
46155,443,27543,443,allow,206090,6478,199612,211,170,69,142,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48733,443,64638,443,allow,316457,19287,297170,382,80,157,225,1,"High deviation in pkts_sent, Bytes Received, Bytes"
7030,80,7030,80,allow,115811,3862,111949,123,38,44,79,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60213,80,54393,80,allow,47483,13980,33503,69,151,35,34,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
9291,80,9291,80,allow,208056,7568,200488,227,39,88,139,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60794,443,17248,443,allow,796772,27151,769621,878,137,302,576,1,"High deviation in pkts_sent, Bytes Received, Bytes"
46337,443,56368,443,allow,10379011,159069,10219942,8727,252,1321,7406,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,50321,10306,50321,allow,158,158,0,1,1199,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
50967,443,6506,443,allow,612314,25589,586725,676,127,234,442,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,23215,60797,23215,allow,537,158,379,2,1199,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
61191,443,24135,443,allow,569471,20976,548495,666,333,273,393,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,51413,17500,51413,allow,848,252,596,4,1199,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51885,64546,12386,64546,allow,66,66,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, Bytes"
51840,80,51840,80,allow,525257,17273,507984,531,26,183,348,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51839,80,51839,80,allow,951054,20747,930307,902,26,276,626,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58370,443,50234,443,allow,6277528,124223,6153305,5970,160,1890,4080,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51221,63128,42268,63128,allow,480,149,331,2,1201,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
49160,50321,21626,50321,allow,150,150,0,2,1200,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
15503,42286,2173,42286,allow,480,149,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
44884,443,19838,443,allow,36435,28844,7591,65,396,35,30,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
36531,443,53488,443,allow,123782,10685,113097,157,180,65,92,1,"High deviation in pkts_sent, Bytes Received, Bytes"
